index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1996435,96,109,00:08.6,00:09.9,0,8,1.3,1,2,866,right_to_left,Adelaide United,1,False,False,False,create,1,medium_block,9,-1.25,0.23,3,center,2,middle_third,False,-19.39,0.67,3,center,1,defensive_third,False,39.04,37.17,32.03,35.1,34.35,33.76,41.3,44.66
1,1996435,109,135,00:09.9,00:12.5,0,9,2.6,1,2,866,right_to_left,Adelaide United,1,False,False,False,build_up,0,high_block,10,-20.31,0.74,3,center,1,defensive_third,False,-24.18,-0.21,3,center,1,defensive_third,False,36.97,31.81,35.46,44.28,33.64,28.79,45.02,53.0
2,1996435,135,170,00:12.5,00:16.0,0,12,3.5,1,2,866,right_to_left,Adelaide United,1,True,False,False,direct,6,defending_direct,15,-23.78,-0.07,3,center,1,defensive_third,False,26.1,10.8,2,half_space_left,3,attacking_third,False,31.56,21.27,44.47,60.64,28.65,21.45,53.08,45.35
3,1996435,170,189,00:16.0,00:17.9,0,16,1.9,1,1,869,left_to_right,Sydney FC,1,True,False,False,chaotic,5,chaotic,5,-26.32,-10.69,4,half_space_right,1,defensive_third,False,-14.21,-3.81,3,center,2,middle_third,False,21.05,16.68,45.07,41.94,20.95,17.81,61.03,63.62
4,1996435,189,208,00:17.9,00:19.8,0,17,1.9,1,2,866,right_to_left,Adelaide United,1,True,False,False,chaotic,5,chaotic,5,13.93,3.6,3,center,2,middle_third,False,22.94,5.73,3,center,3,attacking_third,False,17.89,19.52,63.58,59.58,16.69,18.59,41.8,40.84
5,1996435,208,215,00:19.8,00:20.5,0,19,0.7,1,1,869,left_to_right,Sydney FC,1,True,False,False,chaotic,5,chaotic,5,-22.79,-5.81,3,center,1,defensive_third,False,-18.32,-4.92,3,center,1,defensive_third,False,18.72,19.53,40.82,40.81,19.6,20.06,59.38,58.51
6,1996435,215,278,00:20.5,00:26.8,0,20,6.3,1,2,866,right_to_left,Adelaide United,2,False,False,False,finish,2,low_block,8,17.86,4.81,3,center,3,attacking_third,False,17.13,9.07,3,center,2,middle_third,False,20.16,19.19,58.43,59.64,19.7,17.97,40.83,39.69
7,1996435,278,292,00:26.8,00:28.2,0,26,1.4,1,2,866,right_to_left,Adelaide United,1,True,False,False,create,1,medium_block,9,17.06,9.08,3,center,2,middle_third,False,21.57,6.47,3,center,3,attacking_third,False,19.19,19.45,59.52,56.9,18.03,18.3,39.76,41.33
8,1996435,292,323,00:28.2,00:31.3,0,28,3.1,1,1,869,left_to_right,Sydney FC,2,False,False,False,chaotic,5,chaotic,5,-21.77,-5.91,3,center,1,defensive_third,False,-23.52,18.83,2,half_space_left,1,defensive_third,False,18.49,31.36,41.46,45.84,19.5,28.34,56.63,58.41
9,1996435,323,373,00:31.3,00:36.3,0,31,5.0,1,1,869,left_to_right,Sydney FC,1,True,False,False,direct,6,defending_direct,15,-22.67,19.38,2,half_space_left,1,defensive_third,False,37.68,13.66,2,half_space_left,3,attacking_third,True,31.72,35.72,45.93,50.66,28.69,46.92,58.59,56.74
10,1996435,373,462,00:36.3,00:45.2,0,36,8.9,1,2,866,right_to_left,Adelaide United,4,False,False,False,build_up,0,high_block,10,-38.05,-13.34,4,half_space_right,1,defensive_third,False,-20.81,30.87,1,wide_left,1,defensive_third,False,47.26,63.21,56.4,50.55,35.7,40.13,50.67,60.7
11,1996435,462,523,00:45.2,00:51.3,0,45,6.1,1,2,866,right_to_left,Adelaide United,2,True,False,False,create,1,medium_block,9,-19.68,31.11,1,wide_left,1,defensive_third,False,29.58,23.58,1,wide_left,3,attacking_third,False,63.1,45.49,50.57,59.53,40.1,42.05,60.66,61.15
12,1996435,523,588,00:51.3,00:57.8,0,51,6.5,1,1,869,left_to_right,Sydney FC,3,False,False,False,build_up,0,high_block,10,-30.04,-23.46,5,wide_right,1,defensive_third,False,-20.06,-30.72,5,wide_right,1,defensive_third,False,42.66,52.74,61.03,48.66,45.17,36.57,60.03,75.61
13,1996435,588,691,00:57.8,01:08.1,0,57,10.3,1,1,869,left_to_right,Sydney FC,3,False,False,False,create,1,medium_block,9,-19.63,-30.77,5,wide_right,1,defensive_third,False,-19.44,-9.35,4,half_space_right,1,defensive_third,False,52.51,54.56,48.58,47.57,36.67,33.14,75.42,55.01
14,1996435,691,799,01:08.1,01:18.9,1,8,10.8,1,1,869,left_to_right,Sydney FC,5,False,False,False,build_up,0,high_block,10,-20.6,-8.64,3,center,1,defensive_third,False,-20.31,-5.93,3,center,1,defensive_third,False,54.66,58.64,47.55,44.72,33.16,28.72,55.37,60.98
15,1996435,799,858,01:18.9,01:24.8,1,18,5.9,1,1,869,left_to_right,Sydney FC,3,True,False,False,create,1,medium_block,9,-19.74,-5.23,3,center,1,defensive_third,False,21.91,16.93,2,half_space_left,3,attacking_third,False,58.58,45.38,44.84,56.67,28.63,41.47,60.83,54.24
16,1996435,858,883,01:24.8,01:27.3,1,24,2.5,1,2,866,right_to_left,Adelaide United,1,True,False,False,chaotic,5,chaotic,5,-22.59,-16.64,4,half_space_right,1,defensive_third,False,-18.62,-23.41,5,wide_right,1,defensive_third,False,41.37,41.73,54.14,50.23,44.75,34.95,56.94,58.75
17,1996435,883,908,01:27.3,01:29.8,1,27,2.5,1,1,869,left_to_right,Sydney FC,1,True,False,False,chaotic,5,chaotic,5,18.52,23.68,1,wide_left,3,attacking_third,False,24.49,15.48,2,half_space_left,3,attacking_third,False,34.7,29.36,58.58,57.92,41.66,35.19,50.02,46.56
18,1996435,908,941,01:29.8,01:33.1,1,29,3.3,1,2,866,right_to_left,Adelaide United,1,True,False,False,chaotic,5,chaotic,5,-24.41,-15.42,4,half_space_right,1,defensive_third,False,-24.45,-23.31,5,wide_right,1,defensive_third,False,34.83,28.68,46.45,43.8,29.07,24.11,58.0,57.33
19,1996435,941,1534,01:33.1,02:32.4,1,33,59.3,1,1,869,left_to_right,Sydney FC,23,True,False,False,finish,2,low_block,8,24.86,23.59,1,wide_left,3,attacking_third,False,32.35,1.51,3,center,3,attacking_third,False,24.24,34.15,57.28,60.92,28.89,22.42,43.78,30.78
20,1996435,1534,1701,02:32.4,02:49.1,2,32,16.7,1,2,866,right_to_left,Adelaide United,2,False,False,False,build_up,0,high_block,10,-33.35,-1.13,3,center,1,defensive_third,False,-20.97,31.53,1,wide_left,1,defensive_third,False,22.58,61.88,30.84,41.88,34.43,39.61,60.99,60.53
21,1996435,1701,1724,02:49.1,02:51.4,2,49,2.3,1,2,866,right_to_left,Adelaide United,1,False,False,False,create,1,medium_block,9,-19.59,31.68,1,wide_left,1,defensive_third,False,-19.98,23.87,1,wide_left,1,defensive_third,False,61.65,55.18,42.01,44.89,39.67,37.84,60.59,59.61
22,1996435,1724,1821,02:51.4,03:01.1,2,51,9.7,1,2,866,right_to_left,Adelaide United,4,False,False,False,build_up,0,high_block,10,-20.12,23.52,1,wide_left,1,defensive_third,False,-20.07,-23.8,5,wide_right,1,defensive_third,False,55.16,49.12,44.93,43.91,37.64,38.55,59.5,63.86
23,1996435,1821,1829,03:01.1,03:01.9,3,1,0.8,1,2,866,right_to_left,Adelaide United,0,True,False,False,create,1,medium_block,9,-18.79,-23.88,5,wide_right,1,defensive_third,False,-12.1,-23.47,5,wide_right,2,middle_third,False,49.35,50.05,43.76,42.49,38.49,37.76,63.79,63.09
24,1996435,1829,1842,03:01.9,03:03.2,3,1,1.3,1,1,869,left_to_right,Sydney FC,2,False,False,False,finish,2,low_block,8,11.43,22.98,1,wide_left,2,middle_third,False,6.74,16.61,2,half_space_left,2,middle_third,False,37.63,36.6,62.93,60.35,49.94,44.84,42.25,38.51
25,1996435,1842,1924,03:03.2,03:11.4,3,3,8.2,1,1,869,left_to_right,Sydney FC,4,False,False,False,create,1,medium_block,9,5.31,16.38,2,half_space_left,2,middle_third,False,16.69,24.42,1,wide_left,2,middle_third,False,36.58,37.18,60.16,57.98,44.25,29.47,38.28,44.81
26,1996435,1924,2138,03:11.4,03:32.8,3,11,21.4,1,1,869,left_to_right,Sydney FC,10,False,False,False,finish,2,low_block,8,16.9,24.59,1,wide_left,2,middle_third,False,6.23,-7.3,3,center,2,middle_third,False,37.02,51.72,58.12,53.39,29.1,32.73,44.78,36.76
27,1996435,2138,2179,03:32.8,03:36.9,3,32,4.1,1,1,869,left_to_right,Sydney FC,2,False,False,False,create,1,medium_block,9,5.46,-7.94,3,center,2,middle_third,False,18.41,-29.94,5,wide_right,3,attacking_third,False,51.92,55.6,53.32,51.6,32.58,34.92,36.77,44.04
28,1996435,2179,2379,03:36.9,03:56.9,3,36,20.0,1,1,869,left_to_right,Sydney FC,9,True,False,False,finish,2,low_block,8,18.95,-30.23,5,wide_right,3,attacking_third,False,24.46,-19.68,4,half_space_right,3,attacking_third,False,55.27,29.22,51.71,54.81,34.72,30.25,44.14,30.63
29,1996435,2379,2412,03:56.9,04:00.2,3,56,3.3,1,2,866,right_to_left,Adelaide United,2,True,False,False,chaotic,5,chaotic,5,-24.54,19.98,2,half_space_left,1,defensive_third,False,-13.37,28.67,1,wide_left,2,middle_third,False,30.15,34.37,30.72,35.34,29.13,29.35,54.82,54.44
30,1996435,2412,2435,04:00.2,04:02.5,4,0,2.3,1,1,869,left_to_right,Sydney FC,2,False,False,False,finish,2,low_block,8,13.28,-28.58,5,wide_right,2,middle_third,False,5.55,-27.08,5,wide_right,2,middle_third,False,29.44,32.6,54.32,52.52,34.64,37.12,35.64,41.21
31,1996435,2435,2469,04:02.5,04:05.9,4,2,3.4,1,1,869,left_to_right,Sydney FC,2,False,False,False,create,1,medium_block,9,4.64,-26.83,5,wide_right,2,middle_third,False,-19.94,-12.6,4,half_space_right,1,defensive_third,False,32.48,32.11,52.41,47.59,37.03,35.29,41.44,52.82
32,1996435,2469,2508,04:05.9,04:09.8,4,5,3.9,1,1,869,left_to_right,Sydney FC,1,False,False,False,build_up,0,high_block,10,-20.88,-11.86,4,half_space_right,1,defensive_third,False,-20.28,-14.06,4,half_space_right,1,defensive_third,False,32.5,44.64,47.45,42.05,35.28,32.82,53.17,58.79
33,1996435,2508,2510,04:09.8,04:10.0,4,9,0.2,1,1,869,left_to_right,Sydney FC,0,False,False,False,create,1,medium_block,9,-19.87,-14.42,4,half_space_right,1,defensive_third,False,-19.73,-14.66,4,half_space_right,1,defensive_third,False,44.84,45.03,42.12,42.22,32.84,32.85,58.65,58.53
34,1996435,2510,2610,04:10.0,04:20.0,4,10,10.0,1,1,869,left_to_right,Sydney FC,5,False,False,False,build_up,0,high_block,10,-20.04,-14.81,4,half_space_right,1,defensive_third,False,-20.09,-22.44,5,wide_right,1,defensive_third,False,45.22,44.65,42.32,43.62,32.85,26.79,58.43,69.87
35,1996435,2610,2617,04:20.0,04:20.7,4,20,0.7,1,1,869,left_to_right,Sydney FC,0,True,False,False,create,1,medium_block,9,-19.61,-21.95,5,wide_right,1,defensive_third,False,-18.33,-20.55,5,wide_right,1,defensive_third,False,44.23,41.27,43.55,43.5,26.73,25.77,69.63,68.1
36,1996435,3090,3100,05:08.0,05:09.0,5,8,1.0,1,2,866,right_to_left,Adelaide United,1,True,False,False,set_play,7,defending_set_play,13,17.91,19.07,2,half_space_left,3,attacking_third,False,30.67,5.69,3,center,3,attacking_third,False,34.48,31.27,57.69,62.25,24.86,24.27,21.43,20.44
37,1996435,3429,3476,05:41.9,05:46.6,5,41,4.7,1,1,869,left_to_right,Sydney FC,1,True,False,False,direct,6,defending_direct,15,-46.16,-1.96,3,center,1,defensive_third,False,10.9,-24.51,5,wide_right,2,middle_third,False,62.69,47.38,51.96,55.69,37.73,43.16,68.23,64.36
38,1996435,3476,3486,05:46.6,05:47.6,5,46,1.0,1,2,866,right_to_left,Adelaide United,1,False,False,False,chaotic,5,chaotic,5,-10.8,24.45,1,wide_left,2,middle_third,False,-0.18,26.28,1,wide_left,2,middle_third,False,43.08,40.99,64.18,62.09,46.93,43.11,55.79,56.14
39,1996435,3632,3692,06:02.2,06:08.2,6,2,6.0,1,2,866,right_to_left,Adelaide United,2,False,False,False,create,1,medium_block,9,-2.69,30.65,1,wide_left,2,middle_third,False,-19.6,-1.64,3,center,1,defensive_third,False,39.92,60.0,56.87,49.45,26.63,33.85,42.95,56.56
40,1996435,3692,3734,06:08.2,06:12.4,6,8,4.2,1,2,866,right_to_left,Adelaide United,2,False,False,False,build_up,0,high_block,10,-20.09,-1.93,3,center,1,defensive_third,False,-39.26,9.12,3,center,1,defensive_third,False,60.13,64.5,49.32,41.92,33.92,40.6,56.77,71.34
