index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,2015213,2215,2275,00:00.5,00:06.5,0,0,6.0,1,2,4177,right_to_left,Auckland FC,4,False,False,False,create,1,medium_block,9,-9.19,-2.78,3,center,2,middle_third,False,-15.1,23.69,1,wide_left,2,middle_third,False,57.3,50.9,40.59,54.23,45.48,33.79,41.36,53.42
1,2015213,2275,2312,00:06.5,00:10.2,0,6,3.7,1,2,4177,right_to_left,Auckland FC,1,True,False,False,direct,6,defending_direct,15,-14.19,23.84,1,wide_left,2,middle_third,False,23.97,23.08,1,wide_left,3,attacking_third,False,50.82,36.26,54.55,64.57,33.64,26.53,53.31,47.71
2,2015213,2478,2541,00:26.8,00:33.1,0,26,6.3,1,1,1803,left_to_right,Western United,3,False,False,False,build_up,0,high_block,10,-29.22,-20.46,5,wide_right,1,defensive_third,False,-22.72,18.47,2,half_space_left,1,defensive_third,False,51.28,59.5,40.96,42.67,33.14,38.35,53.76,56.33
3,2015213,2541,2570,00:33.1,00:36.0,0,33,2.9,1,1,1803,left_to_right,Western United,1,True,False,False,direct,6,defending_direct,15,-21.77,18.4,2,half_space_left,1,defensive_third,False,19.37,-3.34,3,center,3,attacking_third,False,59.57,52.29,42.89,58.04,38.3,36.82,56.04,52.57
4,2015213,2570,2607,00:36.0,00:39.7,0,36,3.7,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-20.06,4.08,3,center,1,defensive_third,False,-13.38,29.27,1,wide_left,2,middle_third,False,36.86,40.89,52.72,54.58,51.75,44.32,58.57,60.38
5,2015213,2667,2689,00:45.7,00:47.9,0,45,2.2,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,13.37,-29.91,5,wide_right,2,middle_third,False,14.87,-27.43,5,wide_right,2,middle_third,False,41.46,30.59,60.23,57.45,32.28,26.55,48.21,48.21
6,2015213,2689,2718,00:47.9,00:50.8,0,47,2.9,1,2,4177,right_to_left,Auckland FC,2,False,False,False,chaotic,5,chaotic,5,-13.94,27.1,1,wide_left,2,middle_third,False,-12.43,18.09,2,half_space_left,2,middle_third,False,26.21,29.51,48.22,49.36,30.14,24.17,57.22,50.7
7,2015213,3059,3076,01:24.9,01:26.6,1,24,1.7,1,2,4177,right_to_left,Auckland FC,1,True,False,False,create,1,medium_block,9,-13.59,16.38,2,half_space_left,2,middle_third,False,20.62,6.77,3,center,3,attacking_third,False,37.55,36.5,56.02,58.16,34.82,34.84,36.31,38.62
8,2015213,3076,3098,01:26.6,01:28.8,1,26,2.2,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,-20.94,-6.49,3,center,1,defensive_third,False,-2.23,-3.37,3,center,2,middle_third,False,34.8,34.42,38.76,42.04,36.33,35.31,58.32,57.67
9,2015213,3098,3110,01:28.8,01:30.0,1,28,1.2,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,2.23,3.48,3,center,2,middle_third,False,10.74,8.01,3,center,2,middle_third,False,35.34,34.76,57.5,56.03,34.51,35.37,42.29,44.56
10,2015213,3110,3300,01:30.0,01:49.0,1,30,19.0,1,1,1803,left_to_right,Western United,6,False,False,False,create,1,medium_block,9,-10.78,-8.33,3,center,2,middle_third,False,18.15,22.7,1,wide_left,3,attacking_third,False,35.49,40.49,44.75,54.17,34.61,38.46,55.92,50.0
11,2015213,3300,3413,01:49.0,02:00.3,1,49,11.3,1,1,1803,left_to_right,Western United,4,False,False,False,finish,2,low_block,8,18.6,22.36,1,wide_left,3,attacking_third,False,5.5,-15.01,4,half_space_right,2,middle_third,False,40.25,41.97,54.51,57.03,38.05,32.62,49.85,32.12
12,2015213,3413,3469,02:00.3,02:05.9,2,0,5.6,1,1,1803,left_to_right,Western United,3,True,False,False,create,1,medium_block,9,4.95,-14.64,4,half_space_right,2,middle_third,False,23.15,-19.64,4,half_space_right,3,attacking_third,False,42.34,49.24,56.78,55.58,32.7,30.2,32.33,38.88
13,2015213,3801,3882,02:39.1,02:47.2,2,39,8.1,1,2,4177,right_to_left,Auckland FC,2,True,False,False,direct,6,defending_direct,15,-34.19,-13.16,4,half_space_right,1,defensive_third,False,7.69,-32.27,5,wide_right,2,middle_third,False,28.79,33.04,59.94,51.38,26.12,30.58,43.76,49.41
14,2015213,3882,3928,02:47.2,02:51.8,2,47,4.6,1,1,1803,left_to_right,Western United,4,False,False,False,create,1,medium_block,9,-7.12,32.45,1,wide_left,2,middle_third,False,-19.41,27.03,1,wide_left,1,defensive_third,False,30.74,34.24,49.51,51.65,33.36,30.45,51.33,54.46
15,2015213,3928,4103,02:51.8,03:09.3,2,51,17.5,1,1,1803,left_to_right,Western United,7,False,False,False,build_up,0,high_block,10,-20.54,26.82,1,wide_left,1,defensive_third,False,-39.7,-26.44,5,wide_right,1,defensive_third,False,34.7,55.68,51.65,52.49,30.72,43.81,54.92,68.17
16,2015213,4103,4161,03:09.3,03:15.1,3,9,5.8,1,1,1803,left_to_right,Western United,1,True,False,False,direct,6,defending_direct,15,-38.44,-26.51,5,wide_right,1,defensive_third,False,34.82,-14.38,4,half_space_right,3,attacking_third,False,55.34,36.98,52.66,75.88,43.8,41.15,67.87,64.83
17,2015213,4161,4453,03:15.1,03:44.3,3,15,29.2,1,2,4177,right_to_left,Auckland FC,7,False,False,False,build_up,0,high_block,10,-35.63,14.34,2,half_space_left,1,defensive_third,False,-49.09,-11.19,4,half_space_right,1,defensive_third,False,41.05,57.9,64.87,47.9,36.8,37.06,76.42,74.61
18,2015213,4453,4479,03:44.3,03:46.9,3,44,2.6,1,2,4177,right_to_left,Auckland FC,1,True,False,False,direct,6,defending_direct,15,-48.59,-11.55,4,half_space_right,1,defensive_third,False,-11.75,-19.81,4,half_space_right,2,middle_third,False,57.89,52.96,47.72,45.57,37.1,33.67,74.98,72.15
19,2015213,4479,4487,03:46.9,03:47.7,3,46,0.8,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,11.94,19.82,2,half_space_left,2,middle_third,False,19.47,18.77,2,half_space_left,3,attacking_third,False,33.52,33.35,71.82,69.45,52.59,49.52,45.48,45.45
20,2015213,4487,4532,03:47.7,03:52.2,3,47,4.5,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-20.05,-18.69,4,half_space_right,1,defensive_third,False,-3.86,-0.16,3,center,2,middle_third,False,49.04,39.79,45.47,46.9,33.41,31.39,69.13,57.59
21,2015213,4532,4545,03:52.2,03:53.5,3,52,1.3,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,3.87,0.58,3,center,2,middle_third,False,8.67,11.32,2,half_space_left,2,middle_third,False,31.39,29.78,57.48,56.46,39.74,39.67,46.97,47.7
22,2015213,4545,4576,03:53.5,03:56.6,3,53,3.1,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-8.62,-11.8,4,half_space_right,2,middle_third,False,14.29,-18.31,4,half_space_right,2,middle_third,False,39.74,41.24,47.82,58.41,29.58,29.77,56.47,56.39
23,2015213,4576,4682,03:56.6,04:07.2,3,56,10.6,1,1,1803,left_to_right,Western United,3,False,False,False,create,1,medium_block,9,-15.02,18.41,2,half_space_left,2,middle_third,False,25.3,24.78,1,wide_left,3,attacking_third,False,29.91,45.73,56.36,61.84,41.19,33.46,58.87,52.94
24,2015213,4682,4688,04:07.2,04:07.8,4,7,0.6,1,1,1803,left_to_right,Western United,1,True,False,False,finish,2,low_block,8,25.62,24.72,1,wide_left,3,attacking_third,False,28.26,23.75,1,wide_left,3,attacking_third,False,45.45,44.02,62.19,63.96,33.33,32.71,52.84,52.61
25,2015213,4688,4750,04:07.8,04:14.0,4,7,6.2,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-28.7,-23.81,5,wide_right,1,defensive_third,False,-25.86,-21.94,5,wide_right,1,defensive_third,False,32.58,31.35,52.57,43.15,43.73,35.57,64.3,65.45
26,2015213,4750,4778,04:14.0,04:16.8,4,14,2.8,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,25.88,21.54,1,wide_left,3,attacking_third,False,24.06,8.03,3,center,3,attacking_third,False,35.38,33.14,65.28,62.55,31.23,33.09,42.92,40.7
27,2015213,4778,4911,04:16.8,04:30.1,4,16,13.3,1,2,4177,right_to_left,Auckland FC,5,False,False,False,build_up,0,high_block,10,-23.88,-7.71,3,center,1,defensive_third,False,-20.75,23.02,1,wide_left,1,defensive_third,False,33.42,58.95,40.83,48.75,33.06,39.74,62.46,69.12
28,2015213,4911,4918,04:30.1,04:30.8,4,30,0.7,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,-19.71,23.38,1,wide_left,1,defensive_third,False,-19.79,24.27,1,wide_left,1,defensive_third,False,58.75,57.27,48.76,48.62,39.84,40.36,68.85,66.98
29,2015213,4918,4948,04:30.8,04:33.8,4,30,3.0,1,2,4177,right_to_left,Auckland FC,2,False,False,False,build_up,0,high_block,10,-20.34,24.3,1,wide_left,1,defensive_third,False,-20.8,29.63,1,wide_left,1,defensive_third,False,57.01,51.96,48.59,47.75,40.46,40.51,66.8,62.27
30,2015213,4948,4963,04:33.8,04:35.3,4,33,1.5,1,2,4177,right_to_left,Auckland FC,0,True,False,False,create,1,medium_block,9,-19.28,29.37,1,wide_left,1,defensive_third,False,-4.31,25.76,1,wide_left,2,middle_third,False,51.81,48.92,47.77,47.5,40.49,39.14,62.17,61.36
31,2015213,4963,4966,04:35.3,04:35.6,4,35,0.3,1,1,1803,left_to_right,Western United,1,False,False,False,create,1,medium_block,9,4.15,-25.29,5,wide_right,2,middle_third,False,4.7,-24.3,5,wide_right,2,middle_third,False,39.0,38.71,61.24,60.99,48.72,48.21,47.3,46.72
32,2015213,4966,4980,04:35.6,04:37.0,4,35,1.4,1,1,1803,left_to_right,Western United,1,False,False,False,finish,2,low_block,8,5.19,-23.77,5,wide_right,2,middle_third,False,10.49,-19.33,4,half_space_right,2,middle_third,False,38.57,37.69,60.89,59.28,47.9,42.88,46.36,42.58
33,2015213,4980,4994,04:37.0,04:38.4,4,37,1.4,1,1,1803,left_to_right,Western United,0,False,False,False,create,1,medium_block,9,11.18,-19.02,4,half_space_right,2,middle_third,False,21.32,-12.7,4,half_space_right,3,attacking_third,False,37.68,37.63,59.22,59.88,42.49,38.48,42.23,40.94
