index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,2013725,4040,4382,00:00.0,00:34.2,0,0,34.2,1,1,1803,left_to_right,Western United,11,False,False,False,create,1,medium_block,9,-9.76,0.48,3,center,2,middle_third,False,-19.29,15.96,2,half_space_left,1,defensive_third,False,60.37,53.19,39.88,47.17,36.48,34.67,35.32,51.54
1,2013725,4382,4409,00:34.2,00:36.9,0,34,2.7,1,1,1803,left_to_right,Western United,1,False,False,False,build_up,0,high_block,10,-20.21,14.93,2,half_space_left,1,defensive_third,False,-27.75,1.65,3,center,1,defensive_third,False,53.41,56.77,46.78,37.26,34.59,33.4,52.01,60.9
2,2013725,4409,4437,00:36.9,00:39.7,0,36,2.8,1,1,1803,left_to_right,Western United,1,True,False,False,direct,6,defending_direct,15,-27.23,0.89,3,center,1,defensive_third,False,15.61,-21.82,5,wide_right,2,middle_third,False,56.84,48.69,37.05,47.53,33.4,33.19,61.02,59.98
3,2013725,4437,4477,00:39.7,00:43.7,0,39,4.0,1,2,869,right_to_left,Sydney FC,1,False,False,False,chaotic,5,chaotic,5,-16.7,22.07,1,wide_left,2,middle_third,False,-40.19,14.4,2,half_space_left,1,defensive_third,False,33.21,34.86,59.98,51.11,48.33,37.64,48.13,70.57
4,2013725,4477,4502,00:43.7,00:46.2,0,43,2.5,1,2,869,right_to_left,Sydney FC,1,True,False,False,direct,6,defending_direct,15,-38.66,14.85,2,half_space_left,1,defensive_third,False,1.76,12.94,2,half_space_left,2,middle_third,False,34.75,30.69,50.56,47.09,37.32,31.42,71.1,73.32
5,2013725,4502,4545,00:46.2,00:50.5,0,46,4.3,1,1,1803,left_to_right,Western United,2,False,False,False,chaotic,5,chaotic,5,-1.43,-12.4,4,half_space_right,2,middle_third,False,17.86,-4.28,3,center,3,attacking_third,False,31.42,27.99,73.13,58.91,30.56,25.33,46.98,44.76
6,2013725,4699,4767,01:05.9,01:12.7,1,5,6.8,1,1,1803,left_to_right,Western United,4,False,False,False,finish,2,low_block,8,19.84,-3.38,3,center,3,attacking_third,False,5.16,-4.31,3,center,2,middle_third,False,58.77,60.66,63.1,60.56,28.0,31.9,28.22,34.5
7,2013725,4767,5018,01:12.7,01:37.8,1,12,25.1,1,1,1803,left_to_right,Western United,11,False,False,False,create,1,medium_block,9,5.07,-3.65,3,center,2,middle_third,False,16.74,26.06,1,wide_left,2,middle_third,False,60.74,38.12,60.4,61.17,31.96,36.09,34.54,45.42
8,2013725,5018,5111,01:37.8,01:47.1,1,37,9.3,1,1,1803,left_to_right,Western United,2,True,False,False,finish,2,low_block,8,18.57,25.84,1,wide_left,3,attacking_third,False,55.3,30.07,1,wide_left,3,attacking_third,False,37.92,33.17,61.5,78.7,36.08,32.89,45.46,41.65
9,2013725,5440,5474,02:20.0,02:23.4,2,20,3.4,1,2,869,right_to_left,Sydney FC,1,True,False,False,direct,6,defending_direct,15,-45.63,13.62,2,half_space_left,1,defensive_third,False,7.47,28.15,1,wide_left,2,middle_third,False,29.67,26.44,56.88,56.04,26.9,26.2,47.56,48.44
