event_id,index,match_id,frame_start,frame_end,frame_physical_start,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_player_possession_frame_end,associated_player_possession_end_type_id,associated_player_possession_end_type,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,consecutive_on_ball_engagements,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_distance_to_goal_start,player_targeted_distance_to_goal_end,player_targeted_angle_to_goal_start,player_targeted_angle_to_goal_end,player_targeted_average_speed,player_targeted_speed_avg_band_id,player_targeted_speed_avg_band,speed_difference,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,n_player_targeted_opponents_ahead_start,n_player_targeted_opponents_ahead_end,n_player_targeted_teammates_ahead_start,n_player_targeted_teammates_ahead_end,n_player_targeted_teammates_within_5m_start,n_player_targeted_teammates_within_5m_end,n_player_targeted_opponents_within_5m_start,n_player_targeted_opponents_within_5m_end,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_distance_start,interplayer_distance_end,interplayer_distance_min,interplayer_distance_start_physical,close_at_player_possession_start,interplayer_angle,interplayer_direction_id,interplayer_direction,angle_of_engagement,goal_side_start,goal_side_end,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,pressing_chain,pressing_chain_length,pressing_chain_end_type_id,pressing_chain_end_type,pressing_chain_index,index_in_pressing_chain,simultaneous_defensive_engagement_same_target,simultaneous_defensive_engagement_same_target_rank,affected_line_breaking_passing_option_id,affected_line_break_id,affected_line_break,affected_line_breaking_passing_option_attempted,affected_line_breaking_passing_option_xthreat,affected_line_breaking_passing_option_dangerous,affected_line_breaking_passing_option_run_subtype_id,affected_line_breaking_passing_option_run_subtype,possession_danger,beaten_by_possession,beaten_by_movement,stop_possession_danger,reduce_possession_danger,force_backward,xloss_player_possession_start,xloss_player_possession_end,xloss_player_possession_max,xshot_player_possession_start,xshot_player_possession_end,xshot_player_possession_max,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,2017461,2512,2512,,00:00.2,00:00.2,0,0,0.0,1,1,left_to_right,8,player_possession,,,11885,D. Arzani,17,RW,,,,,868,Melbourne V FC,0.74,0.53,3,center,2,middle_third,False,0.74,0.53,3,center,2,middle_third,False,,,,,,,,,3,drawing,0,0,0,1,True,False,True,True,2,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,,,,,False,False,0.0,,,,,,,,,8.48,8.48,0.0,19.91,19.91,19.17,19.17,0.0,32.59,32.59,0.0,True,True,13,unknown,1,pass,,True,False,False,False,False,False,False,,,,,,,1,successful,,,51013,B. Hamill,6,RCB,-20.71,3.2,3,center,1,defensive_third,False,-19.85,1.9,3,center,1,defensive_third,False,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.21,2,medium,170.73,2,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,False
1_0,1,2017461,2523,2539,,00:01.3,00:02.9,0,1,1.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,11117,Z. Machach,15,AM,51013,B. Hamill,6,RCB,868,Melbourne V FC,4.51,17.39,2,half_space_left,2,middle_third,False,13.35,18.04,2,half_space_left,2,middle_third,False,8_1,2526,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,8.88,4.21,1,forward,False,False,21.51,3,hsr,3.16,6.25,3.09,19.55,21.25,15.04,7.9,-7.14,32.95,31.25,-1.7,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,28.75,36.92,-19.96,2.3,3,center,1,defensive_third,False,-18.81,-0.09,3,center,1,defensive_third,False,True,False,,False,True,0.0072,0.5483,0.6725,True,,False,2,False,,,,False,,,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
8_1,2,2017461,2526,2540,,00:01.6,00:03.0,0,1,1.4,1,1,left_to_right,8,player_possession,,,51013,B. Hamill,6,RCB,,,,,868,Melbourne V FC,-19.85,1.9,3,center,1,defensive_third,False,-18.69,-0.21,3,center,1,defensive_third,False,,,,,,,,,3,drawing,0,0,1,1,False,True,True,True,1,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,2.47,-61.2,4,sideway_right,False,False,6.27,1,jogging,14.24,6.79,-7.44,19.54,21.48,39.39,40.17,0.78,32.96,31.02,-1.94,False,False,1,pass_reception,1,pass,,False,False,True,False,False,False,False,170.73,2,backward,23.21,2,medium,2,unsuccessful,7_3,,11117,Z. Machach,15,AM,13.75,18.03,2,half_space_left,2,middle_third,False,,,,,,,,,,,,,,,,0.5483,True,0.0072,False,4,3,3,1,2,0,4,0,0,2,2,3,3,3,4,7,7,,,,,,,,,True,442,3,True,,,True,,,False,,,2,second_last,1,through,37.22,3,long,,,,,,29.35,1,forward,,,,,,,,,,True,10,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False
7_0,3,2017461,2526,2528,,00:01.6,00:01.8,0,1,0.2,1,1,left_to_right,7,passing_option,,,157294,R. Teague,11,RDM,51013,B. Hamill,6,RCB,868,Melbourne V FC,-7.35,-7.5,3,center,2,middle_third,False,-7.74,-7.86,3,center,2,middle_third,False,8_1,2526,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,1.01,-136.27,2,backward,False,False,8.98,1,jogging,2.12,1.73,-0.39,19.54,19.61,26.89,27.35,0.46,32.96,32.89,-0.07,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,1,through,False,,,False,,,1,first,1,through,12.18,1,short,,,,,,-37.83,1,forward,,,,,,,,,,True,10,8,2,3,ahead,3,ahead,15.64,15.31,-19.85,1.9,3,center,1,defensive_third,False,-19.79,1.59,3,center,1,defensive_third,False,False,False,,False,False,0.001,0.9515,0.6434,True,2539,True,,,,,,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False
7_1,4,2017461,2526,2540,,00:01.6,00:03.0,0,1,1.4,1,1,left_to_right,7,passing_option,,,159688,J. Valadon,9,LDM,51013,B. Hamill,6,RCB,868,Melbourne V FC,-8.22,5.22,3,center,2,middle_third,False,-11.64,-0.83,3,center,2,middle_third,False,8_1,2526,,,,1_1,2,coming_short,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,6.96,-119.48,4,sideway_right,False,False,17.79,2,running,2.2,1.9,-0.3,19.54,21.48,27.76,33.12,5.36,32.96,31.02,-1.94,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,11.26,1,short,,,,,,14.25,1,forward,,,,,,,,,,True,10,10,0,3,ahead,3,ahead,12.09,7.08,-19.85,1.9,3,center,1,defensive_third,False,-18.69,-0.21,3,center,1,defensive_third,False,False,False,,False,False,0.0005,0.9861,0.8761,True,2529,True,,,,,,,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False
7_2,5,2017461,2529,2540,,00:01.9,00:03.0,0,1,1.1,1,1,left_to_right,7,passing_option,,,50955,N. Velupillay,16,LW,51013,B. Hamill,6,RCB,868,Melbourne V FC,9.45,32.26,1,wide_left,2,middle_third,False,13.95,31.23,1,wide_left,2,middle_third,False,8_1,2526,,,,1_2,8,run_ahead_of_the_ball,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,4.23,-12.89,1,forward,False,False,15.38,2,running,13.24,13.1,-0.13,19.67,21.48,10.22,7.53,-2.69,32.83,31.02,-1.81,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,2,around,True,2,around,False,,,2,second_last,2,around,42.82,3,long,,,,,,46.27,3,sideway_left,,,,,,,,,,True,10,5,5,3,ahead,3,ahead,42.47,45.32,-19.76,1.43,3,center,1,defensive_third,False,-18.69,-0.21,3,center,1,defensive_third,False,False,False,,False,True,0.0045,0.595,0.674,True,2530,True,,,,,,,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False
1_1,6,2017461,2529,2544,,00:01.9,00:03.4,0,1,1.5,1,1,left_to_right,1,off_ball_run,2,coming_short,159688,J. Valadon,9,LDM,51013,B. Hamill,6,RCB,868,Melbourne V FC,-8.85,4.2,3,center,2,middle_third,False,-12.1,-2.73,3,center,2,middle_third,False,8_1,2526,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,7.3,-115.13,4,sideway_right,False,False,18.25,2,running,1.55,2.75,1.2,19.67,22.74,28.52,34.84,6.32,32.83,29.76,-3.07,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,11.26,6.72,-19.76,1.43,3,center,1,defensive_third,False,-18.43,-0.46,3,center,1,defensive_third,False,False,False,,False,False,0.0005,0.9861,0.8761,True,,True,2,False,,,,True,,,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
9_0,7,2017461,2535,2540,2517,00:00.7,00:03.0,0,0,2.3,1,2,right_to_left,9,on_ball_engagement,12,pressure,38673,G. May,19,CF,51013,B. Hamill,6,RCB,4177,Auckland FC,9.87,-2.96,3,center,2,middle_third,False,12.01,-1.03,3,center,2,middle_third,False,8_1,2526,2540,1,pass,,,,3,drawing,0,0,1,,,,,,,True,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,12.28,42.05,1,forward,,,19.89,2,running,,,,-20.42,-21.48,30.29,33.49,3.2,32.08,31.02,-1.06,,,,,8,indirect_regain,False,,,,,,,,,,,,,,,,,,51013,B. Hamill,6,RCB,,,,,,,,,,,,,,,71.81,71.19,179.64,-179.83,5.62,1,jogging,14.27,,,,,,,,,,,,,,,,,,,,1,1,10,10,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,9.77,6.79,6.79,19.43,False,,,,-83.57,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,False,False,False,False,False,False,,,,,,,True,True,True,True,
7_3,8,2017461,2536,2540,,00:02.6,00:03.0,0,2,0.4,1,1,left_to_right,7,passing_option,,,11117,Z. Machach,15,AM,51013,B. Hamill,6,RCB,868,Melbourne V FC,12.06,18.09,2,half_space_left,2,middle_third,False,13.75,18.03,2,half_space_left,2,middle_third,False,8_1,2526,,,,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,1.75,-1.33,1,forward,False,False,,,,5.37,6.46,1.08,20.61,21.48,8.55,7.73,-0.82,31.89,31.02,-0.87,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,1,through,True,1,through,False,,,2,second_last,1,through,37.22,3,long,,,,,,29.35,1,forward,,,,,,,,,,True,10,4,6,3,ahead,3,ahead,35.96,37.22,-19.19,0.3,3,center,1,defensive_third,False,-18.69,-0.21,3,center,1,defensive_third,False,True,False,,False,True,0.0072,0.5483,0.6725,True,2540,False,,,,,,,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True
1_2,9,2017461,2541,2550,,00:03.1,00:04.0,0,3,0.9,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,50955,N. Velupillay,16,LW,51013,B. Hamill,6,RCB,868,Melbourne V FC,14.34,31.08,1,wide_left,2,middle_third,False,18.18,29.73,1,wide_left,3,attacking_third,False,8_1,2526,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,3.56,-19.37,1,forward,False,False,18.16,2,running,13.02,12.11,-0.91,21.73,25.78,7.39,7.6,0.21,30.77,26.72,-4.05,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,45.49,47.04,-18.59,-0.3,3,center,1,defensive_third,False,-17.98,-0.36,3,center,1,defensive_third,False,False,False,,False,True,0.004,0.6309,0.6687,True,,True,2,False,,,,True,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
