index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1953632,37,501,00:02.7,00:49.1,0,2,46.4,1,2,2380,right_to_left,Melbourne City,17,True,False,False,create,1,medium_block,9,-1.08,-0.59,3,center,2,middle_third,False,4.13,-25.65,5,wide_right,2,middle_third,False,52.41,55.79,49.87,50.45,44.89,45.3,41.89,49.32
1,1953632,501,508,00:49.1,00:49.8,0,49,0.7,1,1,870,left_to_right,CC Mariners,1,True,False,False,chaotic,5,chaotic,5,-3.72,25.66,1,wide_left,2,middle_third,False,5.11,25.95,1,wide_left,2,middle_third,False,45.39,45.76,49.36,49.34,55.53,53.95,50.38,49.78
2,1953632,508,541,00:49.8,00:53.1,0,49,3.3,1,2,2380,right_to_left,Melbourne City,3,False,False,False,create,1,medium_block,9,-5.65,-25.9,5,wide_right,2,middle_third,False,-19.95,-22.22,5,wide_right,1,defensive_third,False,53.73,56.11,49.65,44.91,45.8,45.3,49.27,50.52
3,1953632,541,655,00:53.1,01:04.5,0,53,11.4,1,2,2380,right_to_left,Melbourne City,3,False,False,False,build_up,0,high_block,10,-20.13,-22.09,5,wide_right,1,defensive_third,False,-20.63,-17.14,4,half_space_right,1,defensive_third,False,56.33,63.23,44.81,45.05,45.3,47.0,50.56,51.78
4,1953632,655,709,01:04.5,01:09.9,1,4,5.4,1,2,2380,right_to_left,Melbourne City,3,True,False,False,create,1,medium_block,9,-19.94,-17.13,4,half_space_right,1,defensive_third,False,11.1,-18.41,4,half_space_right,2,middle_third,False,63.11,49.27,45.06,52.55,46.85,32.08,51.72,46.48
5,1953632,790,849,01:18.0,01:23.9,1,18,5.9,1,1,870,left_to_right,CC Mariners,3,False,False,False,build_up,0,high_block,10,-26.18,29.83,1,wide_left,1,defensive_third,False,-20.62,-11.36,4,half_space_right,1,defensive_third,False,50.17,57.31,52.97,49.31,33.76,38.39,56.88,71.61
6,1953632,849,886,01:23.9,01:27.6,1,23,3.7,1,1,870,left_to_right,CC Mariners,2,True,False,False,create,1,medium_block,9,-19.14,-12.34,4,half_space_right,1,defensive_third,False,8.59,-23.26,5,wide_right,2,middle_third,False,57.25,42.54,49.32,50.1,38.39,38.57,71.51,66.25
7,1953632,886,1106,01:27.6,01:49.6,1,27,22.0,1,2,2380,right_to_left,Melbourne City,6,False,False,False,create,1,medium_block,9,-9.31,23.37,1,wide_left,2,middle_third,False,20.82,-31.09,5,wide_right,3,attacking_third,False,38.79,51.36,66.19,55.49,42.2,38.45,50.21,38.63
8,1953632,1106,1125,01:49.6,01:51.5,1,49,1.9,1,2,2380,right_to_left,Melbourne City,1,False,False,False,finish,2,low_block,8,21.36,-30.99,5,wide_right,3,attacking_third,False,36.58,-29.78,5,wide_right,3,attacking_third,False,50.78,41.12,55.75,62.64,38.56,39.59,38.36,37.08
9,1953632,1541,1564,02:33.1,02:35.4,2,33,2.3,1,2,2380,right_to_left,Melbourne City,1,True,False,False,direct,6,defending_direct,15,25.0,-26.91,5,wide_right,3,attacking_third,False,48.24,3.7,3,center,3,attacking_third,True,43.01,35.09,59.16,68.84,31.69,26.94,18.48,24.81
