index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1925299,40,58,00:03.0,00:04.8,0,3,1.8,1,2,1802,right_to_left,Brisbane FC,1,False,False,False,create,1,medium_block,9,-0.64,-0.19,3,center,2,middle_third,False,-8.62,-0.07,3,center,2,middle_third,False,42.51,39.46,55.72,57.03,31.21,32.21,43.69,46.96
1,1925299,58,89,00:04.8,00:07.9,0,4,3.1,1,2,1802,right_to_left,Brisbane FC,1,True,False,False,direct,6,defending_direct,15,-7.97,-0.89,3,center,2,middle_third,False,31.6,-19.17,4,half_space_right,3,attacking_third,False,39.37,28.85,57.17,64.86,32.26,25.25,47.09,45.63
2,1925299,89,174,00:07.9,00:16.4,0,7,8.5,1,1,871,left_to_right,Perth Glory,2,True,False,False,chaotic,5,chaotic,5,-31.89,19.2,2,half_space_left,1,defensive_third,False,-1.61,20.48,1,wide_left,2,middle_third,False,25.12,24.27,45.35,33.18,28.39,29.67,65.03,62.93
3,1925299,174,282,00:16.4,00:27.2,0,16,10.8,1,2,1802,right_to_left,Brisbane FC,4,True,False,False,create,1,medium_block,9,1.14,-20.66,5,wide_right,2,middle_third,False,13.51,22.79,1,wide_left,2,middle_third,False,30.32,49.29,62.8,59.13,24.54,30.27,33.49,50.23
4,1925299,282,435,00:27.2,00:42.5,0,27,15.3,1,1,871,left_to_right,Perth Glory,5,False,False,False,transition,4,defending_transition,11,-13.83,-23.06,5,wide_right,2,middle_third,False,42.46,-4.05,3,center,3,attacking_third,True,30.21,28.85,50.22,75.42,48.85,24.76,59.17,21.56
5,1925299,435,548,00:42.5,00:53.8,0,42,11.3,1,1,871,left_to_right,Perth Glory,3,True,False,False,finish,2,low_block,8,41.52,-3.79,3,center,3,attacking_third,True,47.1,-19.7,4,half_space_right,3,attacking_third,True,28.63,28.13,75.48,68.31,24.66,27.04,21.42,33.75
6,1925299,956,998,01:34.6,01:38.8,1,34,4.2,1,2,1802,right_to_left,Brisbane FC,1,True,False,False,direct,6,defending_direct,15,,,2,half_space_left,2,middle_third,False,28.03,27.32,1,wide_left,3,attacking_third,False,,22.35,,66.07,,24.29,,41.35
7,1925299,998,1049,01:38.8,01:43.9,1,38,5.1,1,1,871,left_to_right,Perth Glory,1,True,False,False,chaotic,5,chaotic,5,-28.92,-27.42,5,wide_right,1,defensive_third,False,-46.53,-34.62,5,wide_right,1,defensive_third,False,24.39,30.02,41.43,39.96,22.42,26.47,66.62,82.17
8,1925299,1210,1238,02:00.0,02:02.8,2,0,2.8,1,2,1802,right_to_left,Brisbane FC,1,True,False,False,chaotic,5,chaotic,5,43.44,28.96,1,wide_left,3,attacking_third,False,34.76,18.06,2,half_space_left,3,attacking_third,False,28.97,28.29,74.92,71.37,25.81,22.14,15.74,17.45
9,1925299,1238,1345,02:02.8,02:13.5,2,2,10.7,1,1,871,left_to_right,Perth Glory,5,False,False,False,build_up,0,high_block,10,-34.49,-18.47,4,half_space_right,1,defensive_third,False,-20.33,-6.79,3,center,1,defensive_third,False,22.09,34.73,17.65,40.99,28.17,25.51,71.16,65.24
10,1925299,1345,1409,02:13.5,02:19.9,2,13,6.4,1,1,871,left_to_right,Perth Glory,2,False,False,False,create,1,medium_block,9,-19.96,-6.11,3,center,1,defensive_third,False,14.66,21.8,1,wide_left,2,middle_third,False,34.97,46.78,41.3,62.5,25.6,34.17,64.95,49.38
11,1925299,1409,1618,02:19.9,02:40.8,2,19,20.9,1,1,871,left_to_right,Perth Glory,7,False,False,False,finish,2,low_block,8,15.3,21.55,1,wide_left,2,middle_third,False,5.41,-5.38,3,center,2,middle_third,False,46.65,59.6,62.76,62.86,34.04,25.8,49.14,35.31
12,1925299,1618,1695,02:40.8,02:48.5,2,40,7.7,1,1,871,left_to_right,Perth Glory,3,False,False,False,create,1,medium_block,9,4.84,-4.4,3,center,2,middle_third,False,-19.26,13.79,2,half_space_left,1,defensive_third,False,59.47,50.77,62.79,54.47,25.85,34.45,35.45,49.8
13,1925299,1695,1744,02:48.5,02:53.4,2,48,4.9,1,1,871,left_to_right,Perth Glory,1,False,False,False,build_up,0,high_block,10,-20.49,13.34,2,half_space_left,1,defensive_third,False,-20.79,-4.77,3,center,1,defensive_third,False,51.02,58.11,54.35,44.8,34.37,36.36,50.37,70.92
14,1925299,1744,1755,02:53.4,02:54.5,2,53,1.1,1,1,871,left_to_right,Perth Glory,0,True,False,False,create,1,medium_block,9,-19.35,-5.06,3,center,1,defensive_third,False,-7.52,-5.78,3,center,2,middle_third,False,58.02,55.42,44.69,44.86,36.25,35.51,70.87,69.74
15,1925299,1755,1843,02:54.5,03:03.3,2,54,8.8,1,2,1802,right_to_left,Brisbane FC,5,False,False,False,create,1,medium_block,9,6.72,5.88,3,center,2,middle_third,False,-11.89,-5.15,3,center,2,middle_third,False,35.46,45.08,69.59,58.39,55.0,32.14,44.95,49.35
16,1925299,1843,1869,03:03.3,03:05.9,3,3,2.6,1,2,1802,right_to_left,Brisbane FC,1,True,False,False,direct,6,defending_direct,15,-11.35,-5.57,3,center,2,middle_third,False,27.7,-16.83,4,half_space_right,3,attacking_third,False,45.16,41.62,58.32,62.03,32.09,29.72,49.49,53.25
17,1925299,1869,1900,03:05.9,03:09.0,3,5,3.1,1,1,871,left_to_right,Perth Glory,1,True,False,False,chaotic,5,chaotic,5,-28.85,16.92,2,half_space_left,1,defensive_third,False,-46.55,25.55,1,wide_left,1,defensive_third,False,29.73,31.67,53.43,54.55,41.04,27.3,62.73,81.0
18,1925299,2168,2288,03:35.8,03:47.8,3,35,12.0,1,2,1802,right_to_left,Brisbane FC,4,True,False,False,finish,2,low_block,8,42.23,-33.78,5,wide_right,3,attacking_third,False,41.46,-10.5,4,half_space_right,3,attacking_third,True,40.01,31.99,72.27,60.47,21.2,33.04,11.02,42.54
19,1925299,2288,2387,03:47.8,03:57.7,3,47,9.9,1,1,871,left_to_right,Perth Glory,4,False,False,False,build_up,0,high_block,10,-41.61,10.18,2,half_space_left,1,defensive_third,False,-34.22,32.72,1,wide_left,1,defensive_third,False,33.4,56.2,42.64,46.39,32.0,33.19,60.47,63.53
20,1925299,2387,2408,03:57.7,03:59.8,3,57,2.1,1,1,871,left_to_right,Perth Glory,1,True,False,False,direct,6,defending_direct,15,-33.79,32.78,1,wide_left,1,defensive_third,False,4.51,20.31,1,wide_left,2,middle_third,False,56.2,50.87,46.22,50.45,33.26,34.06,63.28,63.24
21,1925299,2408,2419,03:59.8,04:00.9,3,59,1.1,1,2,1802,right_to_left,Brisbane FC,1,True,False,False,chaotic,5,chaotic,5,-4.1,-19.83,4,half_space_right,2,middle_third,False,9.58,-23.5,5,wide_right,2,middle_third,False,33.98,33.4,63.19,61.84,50.57,47.7,50.62,50.02
22,1925299,2516,2523,04:10.6,04:11.3,4,10,0.7,1,1,871,left_to_right,Perth Glory,1,False,False,False,create,1,medium_block,9,-13.43,32.66,1,wide_left,2,middle_third,False,-18.37,30.38,1,wide_left,1,defensive_third,False,41.73,41.91,49.39,49.54,28.25,28.13,53.67,54.44
23,1925299,2523,2584,04:11.3,04:17.4,4,11,6.1,1,1,871,left_to_right,Perth Glory,1,False,False,False,build_up,0,high_block,10,-20.08,29.8,1,wide_left,1,defensive_third,False,-51.11,11.59,2,half_space_left,1,defensive_third,False,41.98,49.5,49.62,52.03,28.14,33.22,54.63,79.67
24,1925299,2584,2632,04:17.4,04:22.2,4,17,4.8,1,1,871,left_to_right,Perth Glory,2,True,False,False,direct,6,defending_direct,15,-50.6,11.9,2,half_space_left,1,defensive_third,False,-1.87,9.43,2,half_space_left,2,middle_third,False,49.32,34.19,51.92,42.85,33.18,28.11,79.88,68.66
25,1925299,2632,2817,04:22.2,04:40.7,4,22,18.5,1,2,1802,right_to_left,Brisbane FC,7,False,False,False,create,1,medium_block,9,1.51,-9.62,4,half_space_right,2,middle_third,False,-19.33,14.04,2,half_space_left,1,defensive_third,False,28.33,62.67,68.39,52.08,33.98,35.06,42.84,47.76
26,1925299,2817,2845,04:40.7,04:43.5,4,40,2.8,1,2,1802,right_to_left,Brisbane FC,1,False,False,False,build_up,0,high_block,10,-20.29,12.95,2,half_space_left,1,defensive_third,False,-20.39,3.73,3,center,1,defensive_third,False,62.58,60.23,52.11,51.67,35.01,35.19,47.8,58.13
27,1925299,2845,2963,04:43.5,04:55.3,4,43,11.8,1,2,1802,right_to_left,Brisbane FC,3,False,False,False,create,1,medium_block,9,-19.09,3.3,3,center,1,defensive_third,False,22.18,-21.57,5,wide_right,3,attacking_third,False,60.11,44.99,51.61,62.76,35.29,23.18,58.19,31.61
