index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,2006229,18,93,00:00.8,00:08.3,0,0,7.5,1,1,1804,left_to_right,Macarthur FC,3,True,False,False,create,1,medium_block,9,-0.78,-0.68,3,center,2,middle_third,False,6.18,9.66,2,half_space_left,2,middle_third,False,57.62,54.62,39.07,54.34,38.99,37.13,40.12,48.6
1,2006229,93,159,00:08.3,00:14.9,0,8,6.6,1,2,2380,right_to_left,Melbourne City,3,True,False,False,chaotic,5,chaotic,5,-7.23,-8.04,3,center,2,middle_third,False,3.41,27.27,1,wide_left,2,middle_third,False,37.09,45.27,48.52,51.36,54.18,40.38,54.31,52.16
2,2006229,159,180,00:14.9,00:17.0,0,14,2.1,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,chaotic,5,chaotic,5,-2.97,-27.47,5,wide_right,2,middle_third,False,12.47,-30.26,5,wide_right,2,middle_third,False,40.59,41.35,52.14,52.69,45.54,50.14,51.32,51.98
3,2006229,180,195,00:17.0,00:18.5,0,17,1.5,1,2,2380,right_to_left,Melbourne City,1,False,False,False,create,1,medium_block,9,-13.0,30.37,1,wide_left,2,middle_third,False,-19.82,29.01,1,wide_left,1,defensive_third,False,50.26,50.7,52.09,54.09,41.23,39.43,52.69,55.37
4,2006229,195,243,00:18.5,00:23.3,0,18,4.8,1,2,2380,right_to_left,Melbourne City,1,False,False,False,build_up,0,high_block,10,-21.05,28.64,1,wide_left,1,defensive_third,False,-22.03,30.21,1,wide_left,1,defensive_third,False,50.65,45.73,54.13,56.9,39.23,39.78,55.79,59.65
5,2006229,243,260,00:23.3,00:25.0,0,23,1.7,1,2,2380,right_to_left,Melbourne City,0,True,False,False,create,1,medium_block,9,-19.9,29.99,1,wide_left,1,defensive_third,False,1.69,25.72,1,wide_left,2,middle_third,False,45.66,43.16,56.92,52.75,39.62,35.03,59.38,56.46
6,2006229,260,273,00:25.0,00:26.3,0,25,1.3,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,chaotic,5,chaotic,5,-2.01,-25.51,5,wide_right,2,middle_third,False,2.24,-23.98,5,wide_right,2,middle_third,False,34.71,31.91,56.27,54.48,42.96,40.33,52.22,47.68
7,2006229,273,329,00:26.3,00:31.9,0,26,5.6,1,2,2380,right_to_left,Melbourne City,1,True,False,False,chaotic,5,chaotic,5,-2.43,23.95,1,wide_left,2,middle_third,False,28.11,16.81,2,half_space_left,3,attacking_third,False,40.16,33.82,47.57,62.6,31.83,32.1,54.42,52.52
8,2006229,329,356,00:31.9,00:34.6,0,31,2.7,1,1,1804,left_to_right,Macarthur FC,1,False,False,False,chaotic,5,chaotic,5,-28.56,-16.57,4,half_space_right,1,defensive_third,False,-48.16,-13.06,4,half_space_right,1,defensive_third,False,32.18,34.61,52.49,51.29,33.71,31.24,63.15,76.81
9,2006229,356,387,00:34.6,00:37.7,0,34,3.1,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,direct,6,defending_direct,15,-48.04,-13.36,4,half_space_right,1,defensive_third,False,-5.88,-9.63,4,half_space_right,2,middle_third,False,34.71,34.42,51.13,49.61,31.01,22.98,77.16,73.25
10,2006229,488,554,00:47.8,00:54.4,0,47,6.6,1,2,2380,right_to_left,Melbourne City,2,False,False,True,finish,2,low_block,8,12.9,-25.23,5,wide_right,2,middle_third,False,5.11,-23.6,5,wide_right,2,middle_third,False,48.77,58.47,54.88,55.86,35.06,41.07,36.75,38.63
11,2006229,554,664,00:54.4,01:05.4,0,54,11.0,1,2,2380,right_to_left,Melbourne City,5,True,False,True,create,1,medium_block,9,4.9,-23.4,5,wide_right,2,middle_third,False,-18.87,18.17,2,half_space_left,1,defensive_third,False,58.58,65.99,55.79,50.15,41.02,44.19,38.88,56.84
12,2006229,664,699,01:05.4,01:08.9,1,5,3.5,1,1,1804,left_to_right,Macarthur FC,1,True,False,True,quick_break,3,defending_quick_break,12,19.79,-18.65,4,half_space_right,3,attacking_third,False,45.01,-2.98,3,center,3,attacking_third,True,44.19,42.0,57.01,68.78,65.94,62.57,50.11,51.09
13,2006229,699,884,01:08.9,01:27.4,1,8,18.5,1,2,2380,right_to_left,Melbourne City,1,False,False,False,create,1,medium_block,9,-45.29,2.59,3,center,1,defensive_third,False,20.06,11.97,2,half_space_left,3,attacking_third,False,62.55,43.45,50.91,66.5,41.99,33.59,69.1,59.03
14,2006229,884,927,01:27.4,01:31.7,1,27,4.3,1,2,2380,right_to_left,Melbourne City,1,False,False,False,finish,2,low_block,8,21.52,12.26,2,half_space_left,3,attacking_third,False,50.54,9.59,2,half_space_left,3,attacking_third,True,43.24,34.79,66.75,85.74,33.26,25.22,58.94,51.68
