index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,2011166,2303,2499,00:00.3,00:19.9,0,0,19.6,1,1,868,left_to_right,Melbourne V FC,7,False,False,True,create,1,medium_block,9,-7.97,-0.97,3,center,2,middle_third,False,-19.73,23.96,1,wide_left,1,defensive_third,False,35.76,50.03,42.37,53.19,34.51,36.9,42.65,60.99
1,2011166,2499,2521,00:19.9,00:22.1,0,19,2.2,1,1,868,left_to_right,Melbourne V FC,1,False,False,True,build_up,0,high_block,10,-21.3,23.49,1,wide_left,1,defensive_third,False,-30.0,24.75,1,wide_left,1,defensive_third,False,49.89,52.01,53.09,50.59,36.74,36.19,61.3,64.66
2,2011166,2521,2550,00:22.1,00:25.0,0,22,2.9,1,1,868,left_to_right,Melbourne V FC,1,False,False,True,direct,6,defending_direct,15,-29.02,24.99,1,wide_left,1,defensive_third,False,7.53,11.27,2,half_space_left,2,middle_third,False,52.06,42.54,50.44,51.76,36.22,29.68,64.54,59.08
3,2011166,2550,2623,00:25.0,00:32.3,0,25,7.3,1,1,868,left_to_right,Melbourne V FC,5,False,False,True,create,1,medium_block,9,7.54,10.96,2,half_space_left,2,middle_third,False,17.66,-25.65,5,wide_right,3,attacking_third,False,42.09,41.83,51.65,58.25,29.37,31.71,58.76,37.14
4,2011166,2623,2722,00:32.3,00:42.2,0,32,9.9,1,1,868,left_to_right,Melbourne V FC,5,False,False,True,finish,2,low_block,8,18.15,-25.76,5,wide_right,3,attacking_third,False,46.29,-16.85,4,half_space_right,3,attacking_third,True,41.84,28.29,58.67,70.92,31.8,14.57,36.96,20.84
5,2011166,3009,3089,01:10.9,01:18.9,1,10,8.0,1,1,868,left_to_right,Melbourne V FC,2,False,False,False,set_play,7,defending_set_play,13,54.35,-27.79,5,wide_right,3,attacking_third,False,6.02,-11.36,4,half_space_right,2,middle_third,False,18.54,30.73,71.77,64.67,21.63,28.16,9.67,36.51
6,2011166,3089,3336,01:18.9,01:43.6,1,18,24.7,1,1,868,left_to_right,Melbourne V FC,6,True,False,False,create,1,medium_block,9,4.93,-11.07,4,half_space_right,2,middle_third,False,13.21,-28.08,5,wide_right,2,middle_third,False,31.08,38.53,64.52,52.2,28.23,33.99,37.14,53.07
7,2011166,3336,3377,01:43.6,01:47.7,1,43,4.1,1,2,867,right_to_left,Wellington P FC,3,True,False,False,create,1,medium_block,9,-13.25,28.25,1,wide_left,2,middle_third,False,7.63,32.11,1,wide_left,2,middle_third,False,34.24,41.01,53.07,51.56,38.72,34.41,52.28,51.38
8,2011166,3377,3399,01:47.7,01:49.9,1,47,2.2,1,1,868,left_to_right,Melbourne V FC,1,False,False,False,create,1,medium_block,9,-8.14,-32.25,5,wide_right,2,middle_third,False,-19.75,-33.16,5,wide_right,1,defensive_third,False,34.18,35.14,51.35,52.05,40.96,38.44,51.62,59.57
9,2011166,3399,3494,01:49.9,01:59.4,1,49,9.5,1,1,868,left_to_right,Melbourne V FC,2,True,False,False,build_up,0,high_block,10,-20.16,-33.2,5,wide_right,1,defensive_third,False,-20.69,-17.87,4,half_space_right,1,defensive_third,False,35.43,38.98,52.03,46.83,38.28,26.5,59.99,72.32
